id,name,category,priority,maturity,original_maturity,phase,module,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
BCK-001,Ingestion Run Ledger,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/ingestion-run-ledger.js,prototype/js/earthus2/v07/backend/ingestion-run-ledger.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-002,Raw Artifact Receipt & Immutable Store Adapter,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/raw-artifact-store.js,prototype/js/earthus2/v07/backend/raw-artifact-store.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-003,Schema Contract & Drift Detector,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/schema-drift.js,prototype/js/earthus2/v07/backend/schema-drift.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-004,Watermark & Revision Controller,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/watermark-revision.js,prototype/js/earthus2/v07/backend/watermark-revision.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-005,Idempotency & Deduplication Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/idempotency-dedup.js,prototype/js/earthus2/v07/backend/idempotency-dedup.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-006,Provider Quota & Rate Budget Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-0,backend/provider-budget.js,prototype/js/earthus2/v07/backend/provider-budget.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-007,Conditional Fetch Coordinator,Backend/Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/conditional-fetch.js,prototype/js/earthus2/v07/backend/conditional-fetch.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-017,Atomic Publish & Last-Good Promotion Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-1,backend/atomic-publish.js,prototype/js/earthus2/v07/backend/atomic-publish.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-019,Versioned Schema Registry,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/versioned-schema-registry.js,prototype/js/earthus2/v08/backend/versioned-schema-registry.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-021,Cross-Signal Snapshot Consistency Engine,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-3,backend/snapshot-consistency.js,prototype/js/earthus2/v08/backend/snapshot-consistency.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-001,KMA Unified Official Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/kma-official-adapter.js,prototype/js/earthus2/v09/provider/kma-official-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-002,AirKorea Observation & Alert Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/airkorea-adapter.js,prototype/js/earthus2/v09/provider/airkorea-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-003,Seoul Population Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/seoul-population-adapter.js,prototype/js/earthus2/v09/provider/seoul-population-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-004,KTO Tourism Discovery Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-0,provider/kto-discovery-adapter.js,prototype/js/earthus2/v09/provider/kto-discovery-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-005,Korea Marine Water Quality Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/korea-marine-water-quality-adapter.js,prototype/js/earthus2/v09/provider/korea-marine-water-quality-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-006,Copernicus Ocean Colour Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/copernicus-ocean-colour-adapter.js,prototype/js/earthus2/v09/provider/copernicus-ocean-colour-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-007,Sentinel-1 Oil Slick Candidate Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/sentinel1-oil-slick-adapter.js,prototype/js/earthus2/v09/provider/sentinel1-oil-slick-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-008,EPA Toxic Release & Contaminated Site Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/epa-contamination-adapter.js,prototype/js/earthus2/v09/provider/epa-contamination-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-009,EEA Industrial Emissions Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/eea-industrial-emissions-adapter.js,prototype/js/earthus2/v09/provider/eea-industrial-emissions-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-010,NASA EMIT Plume Adapter,Provider Adapter,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/emit-plume-adapter.js,prototype/js/earthus2/v09/provider/emit-plume-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-011,Public Action Feed Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/public-action-feed-adapter.js,prototype/js/earthus2/v09/provider/public-action-feed-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
PRV-012,Governed News Feed Adapter,Provider Adapter,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave PROVIDER-1,provider/news-feed-adapter.js,prototype/js/earthus2/v09/provider/news-feed-adapter.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
BCK-031,Provider Failover Router,Backend/Data Plane,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave BACKEND-RC,backend/provider-failover-router.js,prototype/js/earthus2/v10/backend/provider-failover-router.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
