id,name,domain,priority,module,status,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
ALG-DAT-001,Bilinear grid resampling,Data Plane,P1,data/reprojection-resampling.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/data/reprojection-resampling.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-SEC-002,Token-bucket abuse control,Security,P1,security/abuse-guard.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/security/abuse-guard.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-001,Archive deletion proof,Storage,P1,storage/archive-verification.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/storage/archive-verification.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-002,Cloud delta keyframe plan,Storage,P1,storage/delta-pack.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/storage/delta-pack.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-003,Replay rehydration compatibility,Storage,P2,storage/replay-rehydration.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/storage/replay-rehydration.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-004,Archive package manifest plan,Storage,P1,storage/archive-packager.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/storage/archive-packager.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-005,NAS outbound pull state machine,Storage,P1,storage/nas-archive-agent.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/storage/nas-archive-agent.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-006,Archive catalog time lookup,Storage,P1,storage/archive-catalog.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/storage/archive-catalog.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-012,Source operation governance matrix for paid use,Operations/Governance,P1,ops/source-governance-paid-use.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v05/ops/source-governance-paid-use.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-001,Legal ingestion-run transition state machine,Backend/Data Plane,P0,backend/ingestion-run-ledger.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/ingestion-run-ledger.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-002,Raw artifact SHA-256 receipt,Backend/Data Plane,P0,backend/raw-artifact-store.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/raw-artifact-store.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-003,Raw-to-normalized provenance link validation,Backend/Data Plane,P0,backend/raw-artifact-store.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/raw-artifact-store.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-004,Schema drift severity classifier,Backend/Data Plane,P0,backend/schema-drift.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/schema-drift.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-005,Monotonic provider watermark,Backend/Data Plane,P0,backend/watermark-revision.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/watermark-revision.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-006,Revision supersession resolver,Backend/Data Plane,P0,backend/watermark-revision.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/watermark-revision.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-007,Canonical idempotency-key compiler,Backend/Data Plane,P0,backend/idempotency-dedup.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/idempotency-dedup.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-008,Duplicate versus identity-collision detector,Backend/Data Plane,P0,backend/idempotency-dedup.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/idempotency-dedup.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-009,Provider quota reserve gate,Backend/Data Plane,P0,backend/provider-budget.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/provider-budget.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-010,Conditional HTTP fetch decision,Backend/Data Plane,P1,backend/conditional-fetch.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/conditional-fetch.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-011,Durable outbox lease and dispatch,Backend/Operations,P0,backend/outbox-dispatch.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/outbox-dispatch.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-012,Quarantine evidence release gate,Backend/Operations,P0,backend/quarantine.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/quarantine.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-013,Bounded backfill chunk planner,Backend/Operations,P1,backend/backfill-replay.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/backfill-replay.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-014,Replay priority ordering,Backend/Operations,P1,backend/backfill-replay.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/backfill-replay.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-015,Canonical EarthEvent merge evidence,Backend/Event Intelligence,P0,backend/canonical-event-store.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/canonical-event-store.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-016,Event lineage acyclic edge insertion,Backend/Event Intelligence,P0,backend/event-lineage.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/event-lineage.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-017,Safe Internal API error mapping,Backend/API,P0,backend/api-envelope.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/api-envelope.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-018,Trace/span correlation and structured log sanitation,Backend/Operations,P0,backend/trace-correlation.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/trace-correlation.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-019,Server secret reference validation,Backend/Security,P0,backend/secret-vault-adapter.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/secret-vault-adapter.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-020,Release config canonical hash,Backend/Release,P1,backend/release-config-snapshot.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/release-config-snapshot.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-021,Atomic last-good publish gate,Backend/Data Plane,P0,backend/atomic-publish.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/backend/atomic-publish.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NEWS-002,Governed news-source fetch policy,News/Backend,P0,news/source-registry.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/news/source-registry.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-NEWS-003,Bounded news normalization and clustering,News/Backend,P0,news/ingestion-cluster.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v07/news/ingestion-cluster.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-022,Provider registry compile validation,Backend/Governance,P0,backend/provider-registry-compiler.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/provider-registry-compiler.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-023,Provider registry drift diff,Backend/Governance,P0,backend/provider-registry-compiler.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/provider-registry-compiler.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-024,Immutable schema version/hash registration,Backend/Data Plane,P0,backend/versioned-schema-registry.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/versioned-schema-registry.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-025,Schema publish approval gate,Backend/Data Plane,P0,backend/versioned-schema-registry.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/versioned-schema-registry.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-026,Distributed lease fencing,Backend/Operations,P0,backend/distributed-job-lease.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/distributed-job-lease.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-027,Cross-source snapshot skew gate,Backend/Data Plane,P0,backend/snapshot-consistency.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/snapshot-consistency.js,DATA_EVIDENCE_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-028,Geo-temporal bounded query,Backend/Query Plane,P0,backend/geotemporal-query.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/geotemporal-query.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-BCK-029,SingleFlight request coalescing,Backend/Query Plane,P0,backend/request-coalescing.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v08/backend/request-coalescing.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
