id,name,category,priority,maturity,original_maturity,phase,module,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
DAT-002,Canonical Tile Compiler,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/tile-compiler.js,prototype/js/earthus2/v03/data/tile-compiler.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-003,Reprojection and Resampling Engine,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/reprojection-resampling.js,prototype/js/earthus2/v03/data/reprojection-resampling.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-004,Time Slice Compiler,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/time-slice.js,prototype/js/earthus2/v03/data/time-slice.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-005,Multi-tier Cache Coordinator,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/cache-coordinator.js,prototype/js/earthus2/v03/data/cache-coordinator.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-006,Adaptive Tile Prefetch Engine,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/adaptive-prefetch.js,prototype/js/earthus2/v03/data/adaptive-prefetch.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-007,Revision and Reconciliation Engine,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/revision-engine.js,prototype/js/earthus2/v03/data/revision-engine.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-008,Feature Snapshot Store Contract,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/feature-snapshot.js,prototype/js/earthus2/v03/data/feature-snapshot.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-009,Spatial Identity Resolution Engine,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,data/spatial-identity-resolution.js,prototype/js/earthus2/v04/data/spatial-identity-resolution.js,DATA_BACKEND_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
DAT-010,Learning Data Factory,Data Plane,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 4,data/learning-data-factory.js,prototype/js/earthus2/v04/data/learning-data-factory.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-001,Cesium Globe Core Adapter,Foundation,P0,REUSE_AS_IS,REUSE_AS_IS,Wave 0,adapters/v8-compat.js,prototype/js/earthus2/v02/adapters/v8-compat.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-002,Thermal and Render Quality Adapter,Foundation,P0,REUSE_AS_IS,REUSE_AS_IS,Wave 0,core/resource-governor.js,prototype/js/earthus2/v02/core/resource-governor.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-003,Truth and Evidence Contract Adapter,Foundation,P0,REUSE_AS_IS,REUSE_AS_IS,Wave 0,core/canonical-signal.js,prototype/js/earthus2/v02/core/canonical-signal.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-004,Unified Time Adapter,Foundation,P0,REUSE_WITH_ADAPTER,REUSE_WITH_ADAPTER,Wave 0,adapters/v8-compat.js,prototype/js/earthus2/v02/adapters/v8-compat.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-005,Provider and Source Registry,Foundation,P0,HARDEN,HARDEN,Wave 0,paid/rights-gate.js,prototype/js/earthus2/v02/paid/rights-gate.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-006,Canonical Signal Contract,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/canonical-signal.js,prototype/js/earthus2/v02/core/canonical-signal.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-007,Engine Runtime SDK,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/engine-runtime.js,prototype/js/earthus2/v02/core/engine-runtime.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-008,Resource Ownership Governor,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/resource-governor.js,prototype/js/earthus2/v02/core/resource-governor.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-009,Scene Orchestrator,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/scene-orchestrator.js,prototype/js/earthus2/v02/core/scene-orchestrator.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-010,Truth Budget Engine,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/truth-budget.js,prototype/js/earthus2/v02/core/truth-budget.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-011,Visual Manifest and Semantic Linter,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,visual/visual-manifest.js + visual/semantic-linter.js,prototype/js/earthus2/v02/visual/semantic-linter.js;prototype/js/earthus2/v02/visual/visual-manifest.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-012,Canonical Signal Lake Index,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,storage/canonical-lake.js,prototype/js/earthus2/v02/storage/canonical-lake.js,EVIDENCE_TRUTH_DATA,REUSE_AS_INTELLIGENCE_CORE_OR_SUPPORT; EXTEND_BY_CONTRACT/ADAPTER_ONLY,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-013,Geospatial Reference Engine,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,geo/geospatial-reference.js,prototype/js/earthus2/v02/geo/geospatial-reference.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-014,Country Focus Geometry and Dimming,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,geo/country-focus.js,prototype/js/earthus2/v02/geo/country-focus.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-015,Terrain Source and LOD Broker,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,geo/terrain-source-broker.js + geo/terrain-lod.js,prototype/js/earthus2/v02/geo/terrain-lod.js;prototype/js/earthus2/v02/geo/terrain-source-broker.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,GLOBAL_FROM_START_REAL_3D_TERRAIN_LOD; LOW_3D_TO_HIGH_3D; NO ELLIPSOID/PHOTO AS FINAL VISUAL,MAPPED_EARTH_MINIMUM_GLOBAL + TERRAIN_SILHOUETTE + ACTUAL_REQUEST_LOD
FND-016,Paid Intelligence Delivery Shell,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,paid/entitlement.js + paid/intelligence-orchestrator.js,prototype/js/earthus2/v02/paid/entitlement.js;prototype/js/earthus2/v02/paid/intelligence-orchestrator.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
FND-017,Planet Intelligence Orchestrator,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/planet-intelligence-orchestrator.js,prototype/js/earthus2/v04/core/planet-intelligence-orchestrator.js,FUSION_STATE_ORCHESTRATION,PROMOTE_AS_ROOT_ORCHESTRATOR; DO_NOT_CREATE_SECOND_INTELLIGENCE_ORCHESTRATOR,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,ROOT_AUTHORITY_FOR_SCOPE_REGION_RENDER_RESOURCE_SCENE_PROJECTION; NO_SECOND_ORCHESTRATOR,GLOBAL_TO_UNDERWATER_SCOPE + RESOURCE_MANIFEST + SCENE_EVIDENCE_ALIGNMENT
FND-018,Device Network Battery Governor,Foundation,P0,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 0,core/device-network-governor.js,prototype/js/earthus2/v04/core/device-network-governor.js,FOUNDATION_SUPPORT,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
GEO-001,Terrain/Data Morph Engine,Geo/Terrain,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 1,geo/terrain-data-morph.js,prototype/js/earthus2/v02/geo/terrain-data-morph.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
GEO-002,Bathymetry and Trench Level 1,Geo/Terrain,P1,IMPLEMENTED_FOUNDATION,IMPLEMENTED_FOUNDATION,Wave 2,geo/bathymetry-policy.js,prototype/js/earthus2/v02/geo/bathymetry-policy.js,EXPERIENCE_RENDER,PRESERVE_AND_REUSE; NO_RENAME; NO_NEW_ENGINE_UNLESS_GAP_EVIDENCE,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_SOURCE_FOUNDATION_THEN_VERIFY_RUNTIME_REAL_DATA_BROWSER_DEVICE,MODULE_EXISTS_NOT_EQUAL_PRODUCTION_DONE
